job_id,policy,submit_time,scheduled_start,scheduled_end,req_nodes,duration_h,wait_h,actual_energy_kwh,pred_energy_kwh,actual_emissions_kg,predicted_emissions_kg,avg_carbon_gco2_kwh,week_index,week_start
4666779,fcfs,2020-05-06 10:02:20+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.141628872053872,1.7710302792939023,0.442091572324505,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3130133,fcfs,2020-05-06 10:02:20+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.943293333333333,1.7710302792939023,0.4011496186064916,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
5618091,fcfs,2020-05-06 10:02:20+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.04684,1.7710302792939023,0.42252452126725326,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
1040894,fcfs,2020-05-06 10:03:53+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,1,0.5,0.0,0.107015808080808,0.313306995384581,0.02209102962487134,0.0646752497677159,206.42772335270624,0,2020-05-04T00:00:00+00:00
5533070,fcfs,2020-05-06 10:07:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.319640404040404,1.7710302792939023,0.4788380876030122,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
5173150,fcfs,2020-05-06 10:07:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.466371161616161,1.7710302792939023,0.5091273838351936,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
3956188,fcfs,2020-05-06 10:07:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,1.9951944444444445,1.7710302792939023,0.4118634468126342,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
1095722,fcfs,2020-05-06 10:07:27+00:00,2020-05-06 10:00:00+00:00,2020-05-06 12:00:00+00:00,1,2.0,0.0,1.5416416868686869,0.6811970780324019,0.32351892828727435,0.14295160186352493,209.85351592586437,0,2020-05-04T00:00:00+00:00
5948887,fcfs,2020-05-06 10:09:19+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,2,0.5,0.0,0.0264064814814814,0.0782753765680733,0.005451029853977603,0.01615820777952314,206.42772335270624,0,2020-05-04T00:00:00+00:00
634480,fcfs,2020-05-06 10:10:46+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.1017911111111111,1.593423597934283,0.02101250732420902,0.328926805658052,206.42772335270624,0,2020-05-04T00:00:00+00:00
2323054,fcfs,2020-05-06 10:10:47+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.1111644444444444,1.593423597934283,0.02294742318443505,0.328926805658052,206.42772335270624,0,2020-05-04T00:00:00+00:00
4918824,fcfs,2020-05-06 10:10:48+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.1427122222222222,1.593423597934283,0.029459759127938825,0.328926805658052,206.42772335270624,0,2020-05-04T00:00:00+00:00
1861620,fcfs,2020-05-06 10:10:58+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,1,0.5,0.0,0.0876984752415459,0.0093953415044502,0.018103396585615997,0.0019394589568848448,206.42772335270624,0,2020-05-04T00:00:00+00:00
1703723,fcfs,2020-05-06 10:10:59+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,8,0.5,0.0,0.1285222222222222,1.593423597934283,0.02653054973356392,0.328926805658052,206.42772335270624,0,2020-05-04T00:00:00+00:00
6230657,fcfs,2020-05-06 10:11:12+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,1,0.5,0.0,0.1811477462962963,0.313306995384581,0.037393916858418065,0.0646752497677159,206.42772335270624,0,2020-05-04T00:00:00+00:00
4594378,fcfs,2020-05-06 10:12:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.1313240522875816,1.7710302792939023,0.43996437184058973,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
5958797,fcfs,2020-05-06 10:12:21+00:00,2020-05-06 10:00:00+00:00,2020-05-06 10:30:00+00:00,16,0.5,0.0,2.1199777777777777,1.7710302792939023,0.43762218622499605,0.36558974854334775,206.42772335270624,0,2020-05-04T00:00:00+00:00
